geneName,log2FC,pvalue,ProteinAccessions,,ProteinDescriptions,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d10_N2_d5,log2FC,Student's T-test Test statistic N2_d10_N2_d5,Sign p-val: 0.05 
mrpl-47,0.664655,1.10594,Q2L6V1;Q2L6V2,,"Mitochondrial Ribosomal Protein, Large;Mitochondrial Ribosomal Protein, Large",16.4895,16.335,16.2614,16.7101,15.2086,15.3333,16.288,16.3074,1.10594,0.0163019,0.664655,2.11934,+
hsp-75,1.24082,2.71051,Q2L6Y6,,Heat Shock Protein,16.2881,16.3479,15.8869,16.9066,15.0838,15.0697,14.892,15.4207,2.71051,0.000210526,1.24082,5.23511,+
sgk-1,0.814097,2.12548,Q2PJ68,,Serine/threonine-protein kinase sgk-1,14.5011,14.4022,14.1454,15.0849,13.6948,13.8767,13.6285,13.6772,2.12548,0.000681311,0.814097,3.95545,+
aman-2,2.02504,3.09158,Q2PJ74,,Alpha-mannosidase,16.6346,17.2241,16.5559,17.8894,15.1092,15.314,14.9457,14.835,3.09158,5.70E-05,2.02504,6.20237,+
"CELE_F52E1,14",-0.579261,0.516842,Q2PJ97,,Uncharacterized protein,19.1261,17.283,18.5128,19.5787,18.8896,19.2897,19.5237,19.1146,0.516842,0.103064,-0.579261,-1.12339,
poml-4,1.50623,2.57785,Q2V071,,PON (Paraoxonase) and MEC-6 Like,14.3183,14.373,14.3528,15.1565,12.6225,12.8799,12.9797,13.6936,2.57785,0.000330564,1.50623,4.92506,+
fbxb-90,-1.47663,2.42279,Q2V079,,F-box B protein,14.5012,14.3348,14.119,14.8421,16.4911,16.3334,15.3668,15.5124,2.42279,0.000391234,-1.47663,-4.57823,+
"CELE_F59A6,12",2.25772,2.17896,Q2V4S7,,Uncharacterized protein,14.5742,14.2543,14.8373,16.0433,13.281,12.5124,11.6145,13.2705,2.17896,0.000659763,2.25772,4.06369,+
fbxa-76,2.0105,2.17058,Q2WF62,,F-box A protein,15.0997,14.6724,15.2795,16.7276,13.5236,13.3993,12.8766,13.9377,2.17058,0.000672306,2.0105,4.04663,+
tlk-1,0.867614,0.683044,Q2XN10,,Tousled-Like Kinase,14.4476,14.1456,14.2762,14.5906,13.8516,14.9039,13.2331,12.001,0.683044,0.059216,0.867614,1.41265,
spp-14,1.50511,0.722604,Q2XN18,,SaPosin-like Protein family,19.0632,17.5894,18.6115,20.7764,17.5129,18.7974,15.3387,18.371,0.722604,0.0528429,1.50511,1.47985,
pgl-1,1.08207,4.71781,Q304E5;Q9TZQ3,,Uncharacterized protein;P granule abnormality protein 1,17.7405,17.4599,17.5746,17.8141,16.489,16.6063,16.51,16.6556,4.71781,0,1.08207,12.1221,+
"B0205,13",2.51723,3.80444,Q336L1,,Uncharacterized protein,15.9597,15.9497,16.2676,17.1397,14.0358,13.7485,13.5396,13.9239,3.80444,0,2.51723,8.38248,+
"CELE_F14B8,5",2.55611,3.70947,Q3HKC5,,Uncharacterized protein,13.049,14.0776,14.1132,14.3541,11.2639,11.1182,11.2731,11.7144,3.70947,0,2.55611,8.0598,+
lbp-9,-0.00965977,0.0182125,Q3LFN1,,Lipid Binding Protein,18.3388,19.0998,18.8039,18.7223,18.771,18.5935,18.6475,18.9914,0.0182125,0.910721,-0.00965977,-0.0536819,
pyk-1,1.51245,5.20519,Q3S1I8,,Pyruvate kinase,19.2768,19.3764,19.419,19.2254,17.9464,17.9782,17.5827,17.7404,5.20519,0,1.51245,14.6963,+
mrp-1,0.346847,0.590817,Q3S1M2;Q7YZW1;Q8MQ16;Q95QE2;Q9N2N3,,Uncharacterized protein,14.2051,14.048,14.2391,15.1114,13.8283,14.3327,14.2448,13.8103,0.590817,0.080329,0.346847,1.25379,
atg-5,0.66558,1.84094,Q3V5I7;W6RR39,,Autophagy protein 5,14.3192,14.1167,14.3159,14.2444,13.085,13.6833,13.9994,13.5662,1.84094,0.00186798,0.66558,3.40409,+
"CELE_Y71H2AM,9",1.10991,1.15946,Q3V5J4,,Uncharacterized protein,14.1926,14.1712,14.0594,15.0906,13.98,14.0295,12.2368,12.8279,1.15946,0.014147,1.10991,2.20867,+
"CELE_Y69A2AL,2",0.119537,0.13131,Q3V5J7,,Phospholipase A(2),14.4328,13.9187,13.5901,15.006,13.9778,13.7993,14.4759,14.2165,0.13131,0.498045,0.119537,0.348907,
"C01B10,11",0.604708,1.00165,Q3Y3Z9,,Uncharacterized protein,14.102,14.3121,14.2808,14.966,13.1523,13.8578,13.8853,14.3467,1.00165,0.0222016,0.604708,1.94593,+
glrx-22,-0.840662,2.48601,Q3Y400,,GLutaRedoXin,14.3566,14.3788,14.3317,15.0537,15.3235,15.3181,15.468,15.3738,2.48601,0.000368355,-0.840662,-4.71768,+
"C24B5,4",-0.449269,0.697695,Q3Y402,,Uncharacterized protein,14.3668,14.2432,13.7089,15.0664,14.5436,14.9107,14.5901,15.1378,0.697695,0.0565128,-0.449269,-1.43759,
"CELE_H06H21,11",-0.250521,0.389494,Q400L6,,Uncharacterized protein,14.4808,14.3818,14.3171,15.0747,15.2768,14.7467,14.234,14.9991,0.389494,0.162394,-0.250521,-0.889752,
ttr-36,2.9927,2.14335,Q45EK1,,TransThyretin-Related family domain,20.7623,19.2571,18.7737,21.7847,17.624,16.807,16.5147,17.6613,2.14335,0.000664003,2.9927,3.99145,+
sax-7,1.84782,3.3589,Q4PIU9;Q53U87,,Sensory AXon guidance;SAX-7 LONGFORM,19.5974,19.3135,19.4729,20.4212,17.7978,17.6699,17.8158,18.1303,3.3589,0,1.84782,6.95774,+
clec-173,0.606261,0.523774,Q4R111,,C-type LECtin,16.3755,16.6802,16.2234,15.4987,16.1107,16.0705,15.9956,14.176,0.523774,0.100659,0.606261,1.13575,
"CELE_K11D12,13",2.34952,2.98507,Q4R127,,Uncharacterized protein,18.3188,19.4994,18.7392,19.6072,16.4806,17.0635,16.0862,17.1361,2.98507,0.00013913,2.34952,5.91982,+
"CELE_R09E12,9",-0.497149,1.18575,Q4R148,,Uncharacterized protein,14.4023,14.2123,14.3605,15.0803,14.7379,15.0858,15.2458,14.9745,1.18575,0.0132433,-0.497149,-2.25268,+
"CELE_Y54G2A,45",3.04649,1.9379,Q4R165,,Uncharacterized protein,20.5037,19.7094,18.6084,20.983,17.7684,18.3346,15.7696,15.746,1.9379,0.00144666,3.04649,3.5876,+
"CELE_Y54G2A,41",2.25498,2.44898,Q4R169,,Uncharacterized protein,15.1844,14.5415,14.4036,16.267,12.4593,13.2541,12.409,13.2543,2.44898,0.000382281,2.25498,4.63568,+
"CELE_F59A6,10",2.87545,3.60836,Q4TT99,,Uncharacterized protein,13.2107,13.9494,14.0686,14.957,11.3474,11.0713,10.9328,11.3325,3.60836,0,2.87545,7.72797,+
"CELE_E02D9,1",0.972447,0.9083,Q4W4Y5;Q8MXD9,,Uncharacterized protein,16.7742,17.3941,16.8335,19.0931,16.4986,16.5014,16.6734,16.5317,0.9083,0.0295765,0.972447,1.79084,+
rad-8,0.223633,0.292788,Q4W4Z2,,"Reticulon-4-interacting protein 1, mitochondrial",13.7049,14.3926,14.9001,15.1333,14.2003,14.3838,14.2881,14.3641,0.292788,0.237297,0.223633,0.700969,
"CELE_W03G9,8",0.397184,0.383152,Q4W503,,Uncharacterized protein,13.4121,13.8979,14.1124,15.0375,13.9244,12.8707,13.8149,14.2613,0.383152,0.166292,0.397184,0.877723,
"CELE_Y51F10,11",3.19274,4.982,Q4W5H0,,Uncharacterized protein,14.4951,14.1904,14.2563,14.6791,11.4619,10.8795,10.8376,11.671,4.982,0,3.19274,13.4593,+
mrpl-39,0.279231,0.418985,Q4W5T0,,"Mitochondrial Ribosomal Protein, Large",13.8078,13.6099,14.1424,14.6181,14.3357,13.477,13.5359,13.7127,0.418985,0.145402,0.279231,0.945133,
"CELE_H20J04,9",2.65125,3.46254,Q4W5T6,,Uncharacterized protein,14.8343,15.674,15.9227,16.002,12.8015,12.6237,12.7094,13.6934,3.46254,0,2.65125,7.26964,+
"CELE_H39E23,3",3.29753,4.51401,Q564Q6,,Uncharacterized protein,14.4602,13.8154,14.4597,15.1574,11.1636,11.2122,10.8972,11.4295,4.51401,0,3.29753,11.1763,+
"CELE_F43D2,6",2.81416,1.88993,Q564S3,,Uncharacterized protein,15.6232,15.0229,15.2204,16.3638,11.9793,11.43,12.7206,14.8437,1.88993,0.00157124,2.81416,3.49627,+
"C54C8,12",0.587146,1.11531,Q564S8,,Uncharacterized protein,14.192,14.4313,14.1655,15.1412,13.441,14.1301,14.0225,13.9878,1.11531,0.0159652,0.587146,2.13497,+
"CELE_Y87G2A,19",3.13758,4.29799,Q56VY4,,Uncharacterized protein,14.3206,14.3401,13.8954,15.1153,11.3504,10.9609,11.0794,11.7303,4.29799,0,3.13758,10.2483,+
ngp-1,1.96926,3.47482,Q56VZ2;Q9U365;Q9XXN4,,Nucleolar GTP-binding protein 2,16.0742,15.7017,15.8233,15.4598,14.4764,13.6626,13.3734,13.6695,3.47482,0,1.96926,7.30736,+
"CELE_H06I04,3",2.50329,4.4809,Q5CCJ2;Q9N5N9,,Putative rRNA methyltransferase,16.0479,16.0701,16.3006,16.7507,13.8803,13.753,13.3821,14.1407,4.4809,0,2.50329,11.0293,+
fitm-2,1.32968,3.81881,Q5CZ37,,FIT family protein fitm-2,14.4026,14.2417,14.3656,14.6944,12.9055,12.9404,13.0865,13.4532,3.81881,0,1.32968,8.43225,+
"C33F10,14",-0.357448,0.791398,Q5DX36,,Uncharacterized protein,14.4255,14.1444,14.41,14.7082,14.206,15.0149,14.9199,14.977,0.791398,0.0418339,-0.357448,-1.59574,+
tag-261,-0.548057,0.990754,Q5F4U5,,Uncharacterized protein,14.0703,13.9606,14.4901,14.9471,14.7125,14.6678,14.8556,15.4243,0.990754,0.0228866,-0.548057,-1.92782,+
"C55A6,12",2.46921,3.18014,Q5FC47,,Uncharacterized protein,15.3852,16.9443,16.3531,16.4669,13.3749,13.9433,13.6482,14.3063,3.18014,5.99E-05,2.46921,6.4451,+
"CELE_T06E4,12",3.01055,4.14939,Q5FC67,,Uncharacterized protein,14.271,13.5571,14.3565,14.9996,11.3144,11.1034,11.1664,11.5578,4.14939,0,3.01055,9.65113,+
nkat-3,1.82952,1.74429,Q5FC69;Q8MP09,,Nematode Kynurenine AminoTransferase,17.9322,16.9825,16.4326,18.9415,15.7376,15.4895,15.6345,16.1092,1.74429,0.00239162,1.82952,3.22523,+
sfxn-5,1.94322,3.5112,Q5FC79,,Sideroflexin-5,15.7781,16.1675,15.3983,16.4403,13.8233,14.166,14.2779,13.744,3.5112,0,1.94322,7.42002,+
"CELE_ZK1320,13",3.36041,1.76411,Q5FC82,,Uncharacterized protein,13.2368,13.8828,13.5986,15.1467,12.0067,10.8566,7.87199,11.688,1.76411,0.00231552,3.36041,3.26161,+
hsp-25,3.33946,4.24372,Q5H9M9,,Heat Shock Protein,21.0656,21.433,21.4095,22.5668,18.4083,18.3137,18.1052,18.29,4.24372,0,3.33946,10.0265,+
"M142,8",0.903671,1.18684,Q5WRN3,,"Protein-lysine N-methyltransferase M142,8",14.3406,14.4002,14.4358,14.3809,13.8897,12.3908,13.4295,14.2327,1.18684,0.0132021,0.903671,2.25451,+
"C06A6,4",-0.225058,0.230833,Q5WRS4,,Aminoacylase,16.7279,16.7042,16.7273,18.2182,17.2668,17.0353,17.3667,17.609,0.230833,0.308307,-0.225058,-0.572598,
npp-21,1.71554,3.20151,Q5WRT8;Q5WRT9,,Nuclear Pore complex Protein,19.2743,18.7853,18.6103,19.6469,17.6091,17.2285,17.1042,17.5128,3.20151,6.07E-05,1.71554,6.50473,+
"B0280,13",1.73374,3.4861,Q5WRU4,,Uncharacterized protein,14.4381,14.222,14.4662,15.0221,13.2209,12.4954,12.5992,12.898,3.4861,0,1.73374,7.34214,+
lec-12,2.07802,3.9418,Q5ZR27,,Galectin,17.9706,18.0854,17.5553,18.5881,15.8502,16.2639,15.9205,15.8528,3.9418,0,2.07802,8.86891,+
"R144,12",2.29576,4.09355,Q629J5,,"Uncharacterized protein R144,12",16.1278,16.3574,16.4965,17.2026,14.4313,14.1433,14.1146,14.3121,4.09355,0,2.29576,9.43492,+
"Y54E10A,11",1.15359,1.18947,Q65XX2,,E3 ubiquitin-protein ligase listerin,14.5417,15.0862,14.5231,16.4313,13.2783,14.2847,14.3388,14.0662,1.18947,0.0131436,1.15359,2.25891,+
"CELE_Y47G6A,15",0.631692,0.886602,Q65XX4,,Uncharacterized protein,17.875,17.4314,17.3504,18.7331,16.7954,17.482,17.5054,17.0802,0.886602,0.0316494,0.631692,1.75474,+
mvk-1,2.66243,1.94774,Q65XX9,,MeValonate Kinase,15.0877,14.4034,16.7474,14.4688,12.9668,13.3912,12.5945,11.1051,1.94774,0.00136728,2.66243,3.60646,+
plin-1,1.31863,4.17091,Q65ZB1,,PeriLIpiN homolog,18.6318,18.6622,18.6986,18.9595,17.6865,17.2048,17.2632,17.523,4.17091,0,1.31863,9.73563,+
dhs-30,0.970783,0.682369,Q65ZI3,,"DeHydrogenases, Short chain",17.8721,16.9286,16.7671,14.6797,15.3628,15.3581,15.9393,15.7042,0.682369,0.0592404,0.970783,1.41149,
ttr-49,-0.571168,0.962056,Q65ZI4,,TransThyretin-Related family domain,14.3282,14.2288,14.3018,14.8274,15.1455,14.5274,14.6041,15.6939,0.962056,0.0247711,-0.571168,-1.88017,+
mrps-24,-1.4694,2.89089,Q688C0,,"28S ribosomal protein S24, mitochondrial",14.1122,14.002,13.882,14.9918,15.7184,15.8377,15.5674,15.7421,2.89089,0.000130679,-1.4694,-5.67806,+
"CELE_Y94H6A,5",3.10664,4.85853,Q688Z3,,Uncharacterized protein,14.0635,14.267,14.4422,15.0504,11.2369,11.1881,11.2786,11.6928,4.85853,0,3.10664,12.818,+
pqn-83,1.05754,0.803549,Q69YZ0;Q69YZ1;Q9U2K1,,Prion-like-(Q/N-rich)-domain-bearing protein,17.073,14.6328,17.0955,16.75,14.8619,14.8973,15.5127,16.0492,0.803549,0.0405249,1.05754,1.6161,+
mlc-7,3.13257,4.70898,Q69Z12,,Myosin Light Chain,18.6137,18.7288,17.9517,18.9413,15.3238,15.1141,15.4516,15.8158,4.70898,0,3.13257,12.0796,+
"CELE_T12D8,10",-1.45898,2.15261,Q69ZI6,,Uncharacterized protein,14.4191,14.3075,13.5923,15.1112,15.5301,15.4979,15.9428,16.2951,2.15261,0.00066691,-1.45898,-4.01017,+
"CELE_F10G8,9",0.799575,0.96289,Q6A1T5,,Uncharacterized protein,14.0769,14.2185,13.7587,15.0151,12.6285,14.1275,13.2792,13.8357,0.96289,0.0247064,0.799575,1.88155,+
hpo-34,1.09162,3.87367,Q6A2D2,,Uncharacterized protein,18.3286,18.1945,17.9934,18.5077,17.222,17.2237,16.9697,17.2425,3.87367,0,1.09162,8.62465,+
"CELE_Y44E3A,4",2.0912,1.78066,Q6A573,,Uncharacterized protein,18.546,18.3263,17.4623,20.3633,16.7596,16.2583,16.3148,17.0004,1.78066,0.00226255,2.0912,3.29208,+
mrpl-21,1.29131,1.82733,Q6A575,,"Mitochondrial Ribosomal Protein, Large",15.2147,15.2154,15.0423,15.2836,13.239,13.5346,14.9713,13.8459,1.82733,0.0019223,1.29131,3.37867,+
"CELE_T04B8,5",1.9748,2.58081,Q6A583,,Uncharacterized protein,13.9403,14.3001,14.3527,14.2185,12.623,11.5049,11.6539,13.1305,2.58081,0.000301226,1.9748,4.93184,+
ubxn-3,2.22481,5.51792,Q6A589,,UBX-containing protein in Nematodes,17.3737,17.607,17.2589,17.7728,15.4268,15.1031,15.2585,15.3247,5.51792,0,2.22481,16.6131,+
"CELE_Y37E3,17",3.131,4.7678,Q6AW03,,Uncharacterized protein,14.3718,14.3833,13.7671,14.9195,11.4322,11.1064,11.0399,11.3392,4.7678,0,3.131,12.3652,+
cogc-3,1.72636,2.70532,Q6AW08,,Conserved Oligomeric Golgi (COG) Component,13.7571,14.0447,14.408,15.1102,12.6361,12.9149,12.1771,12.6866,2.70532,0.00021033,1.72636,5.22273,+
spp-23,0.780666,2.24602,Q6AW11,,SaPosin-like Protein family,16.3181,16.0664,16.4828,16.1284,15.8645,15.4994,15.0849,15.4241,2.24602,0.00062585,0.780666,4.20169,+
"CELE_F53F4,16",1.08685,3.2568,Q6BES8,,Uncharacterized protein,13.9325,14.0865,14.4432,14.2007,13.2907,13.2876,12.9115,12.8257,3.2568,0,1.08685,6.66113,+
ins-19,1.60323,2.82779,Q71UE4,,INSulin related,19.1192,20.3278,19.1394,19.5634,17.9068,18.0329,17.7564,18.0408,2.82779,0.000159763,1.60323,5.52019,+
"CELE_Y94H6A,10",1.85225,2.17171,Q75MI6,,Uncharacterized protein,18.6941,18.6132,18.3717,19.6504,17.2258,17.4335,15.9052,17.3559,2.17171,0.000672553,1.85225,4.04893,+
pgrn-1,1.41911,2.11806,Q7JKP2;Q9U362,,ProGRaNulin homolog,14.0946,14.0771,13.9689,15.0455,13.6242,12.8211,12.5333,12.531,2.11806,0.000692778,1.41911,3.94056,+
hsr-9,0.896276,2.45756,Q7JKP6,,Protein hsr-9,17.0521,16.9906,16.556,17.48,16.1521,16.2136,16.0553,16.0727,2.45756,0.000363486,0.896276,4.65461,+
ret-1,1.51538,2.55724,Q7JLB1,,Reticulon-like protein,14.3723,14.3386,14.2117,15.0752,13.5213,12.3528,12.9598,13.1024,2.55724,0.000327131,1.51538,4.87802,+
pqn-70,0.0467443,0.0965313,Q7JLH5,,Prion-like-(Q/N-rich)-domain-bearing protein,14.5044,14.2376,14.3172,14.4178,14.3387,13.8696,14.4082,14.6735,0.0965313,0.597767,0.0467443,0.263885,
"CELE_F32D8,12",1.24539,2.14072,Q7JLJ0;Q8I4K2,,Uncharacterized protein,17.8156,16.8302,16.6362,16.7813,16.0261,15.8078,15.9309,15.3169,2.14072,0.000674402,1.24539,3.98614,+
dur-1,3.01641,4.593,Q7JLY2,,Dauer Up-Regulated,14.4172,14.3909,14.2791,13.7587,11.3287,10.9719,10.7577,11.7219,4.593,0,3.01641,11.5345,+
dur-1,1.91539,4.20004,Q7JLY3,,Dauer Up-Regulated,17.4285,17.1376,16.6589,17.3941,15.0359,15.3886,15.195,15.3379,4.20004,0,1.91539,9.85108,+
"CELE_F40F12,7",2.10786,2.80615,Q7JMS5,,Uncharacterized protein,16.495,16.9193,16.8999,17.5048,14.3816,14.6847,14.5179,15.8034,2.80615,0.000183683,2.10786,5.46679,+
"B0361,3",1.74268,2.81195,Q7JPQ6,,"Uncharacterized protein B0361,3",14.4195,14.4208,14.3659,14.9135,12.2618,12.5021,12.787,13.5981,2.81195,0.000184133,1.74268,5.48108,+
npp-16,1.87777,6.29767,Q7K6X4;Q9U240,,Nuclear Pore complex Protein,18.2005,18.3358,18.2274,18.5518,16.3824,16.4528,16.491,16.4782,6.29767,0,1.87777,22.5039,+
gpi-1,1.39439,1.79507,Q7K707,,Glucose-6-phosphate isomerase,17.5002,17.7892,17.3104,18.8861,16.0901,17.0423,16.6567,16.1192,1.79507,0.00223027,1.39439,3.31873,+
tbc-17,2.66204,2.44965,Q7K711;Q9U2D8,,TBC (Tre-2/Bub2/Cdc16) domain family,14.391,14.2638,14.1925,14.103,12.2538,10.5483,10.6697,12.8303,2.44965,0.000382909,2.66204,4.63717,+
ddl-3,3.1911,4.71313,Q7K742;Q9XW00,,Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased),14.1741,14.2606,14.2177,15.1501,11.2066,11.1495,11.0669,11.6153,4.71313,0,3.1911,12.0996,+
"CELE_Y106G6D,8",0.57514,0.15582,Q7K7C1,,Uncharacterized protein,14.1739,11.9213,9.15569,14.4478,11.8425,10.0543,12.0125,13.4888,0.15582,0.439335,0.57514,0.406437,
gsa-1,1.30475,2.70458,Q7KPV0,,"G protein, Subunit Alpha",17.6198,17.4169,18.0191,17.8278,15.8967,16.4457,16.382,16.9401,2.70458,0.000210135,1.30475,5.22097,+
"CELE_R02C2,7",1.21083,0.460979,Q7KPV8,,Uncharacterized protein,17.9797,17.3139,14.354,19.8001,16.2776,15.1976,16.8661,16.2631,0.460979,0.12505,1.21083,1.02258,
emc-6,1.436,1.86215,Q7KPW6,,EMC Endoplasmic Membrane protein Complex (Yeast EMC) homolog,13.5195,14.3424,14.4127,14.7942,12.0285,13.3022,13.3854,12.6087,1.86215,0.00173902,1.436,3.44387,+
mrpl-1,1.29233,2.06511,Q7KPW7,,"Mitochondrial Ribosomal Protein, Large",14.9305,14.8824,14.3459,15.6127,13.5269,14.26,13.2511,13.5642,2.06511,0.000795495,1.29233,3.83511,+
"CELE_W09G3,8",2.76885,3.79116,Q7YTG6,,Uncharacterized protein,14.3906,14.4101,14.1125,15.1708,11.366,12.4503,11.4959,11.6965,3.79116,0,2.76885,8.33671,+
cpsf-4,2.95041,5.44415,Q7YTG9,,Cleavage and Polyadenylation Specificity Factor,14.0622,14.2388,14.3294,14.6579,11.4339,11.114,11.2201,11.7187,5.44415,0,2.95041,16.1404,+
"CELE_Y57G11C,43",2.69682,4.26405,Q7YTI4,,Uncharacterized protein,14.1894,14.0202,14.238,14.4033,12.1397,11.1006,11.0985,11.7249,4.26405,0,2.69682,10.1091,+
"CELE_Y57G11C,40",4.97202,4.60194,Q7YTI7,,Uncharacterized protein,18.0338,17.587,17.7079,18.9643,13.725,12.4456,12.7788,13.4555,4.60194,0,4.97202,11.5757,+
"CELE_T09A5,15",2.41419,3.33734,Q7YTK7,,Uncharacterized protein,14.4974,13.7597,12.8868,13.8777,11.4328,11.0801,11.2521,11.5999,3.33734,0,2.41419,6.89424,+
"C27B7,9",-3.61167,3.18524,Q7YTR9,,Uncharacterized protein,12.9606,13.1726,12.7553,14.8674,17.6908,17.2606,16.3717,16.8795,3.18524,6.01E-05,-3.61167,-6.45929,+
ero-1,2.2533,3.91197,Q7YTU4;V6CJW5,,Endoplasmic reticulum oxidoreductin-1;Endoplasmic Reticulum Oxidase,14.9854,15.3124,15.4979,15.8691,12.6611,13.1927,13.2953,13.5025,3.91197,0,2.2533,8.76123,+
grsp-1,-0.646673,1.52107,Q7YWQ8,,Glycine Rich Secreted Protein,14.1474,14.415,14.2162,14.8279,15.0765,14.6703,14.956,15.4903,1.52107,0.00470727,-0.646673,-2.82576,+
"CELE_Y42A5A,5",1.7782,3.85477,Q7YWR3,,Uncharacterized protein,14.1583,14.4281,14.1591,14.6535,12.2985,12.9767,12.7283,12.2827,3.85477,0,1.7782,8.55795,+
"CELE_Y26E6A,3",-0.675234,0.338488,Q7YWR7,,Uncharacterized protein,11.9894,14.3937,12.0759,15.1552,13.6864,13.7045,14.8681,14.0561,0.338488,0.197089,-0.675234,-0.791699,
"CELE_T23F11,6",1.94512,1.56742,Q7YWS5,,Uncharacterized protein,16.3333,15.6403,15.7759,16.973,14.8999,12.747,13.8513,15.4438,1.56742,0.00394012,1.94512,2.90729,+
flp-28,-1.18163,2.72718,Q7YWT6,,FMRF-Like Peptide,14.3081,14.35,14.4351,14.5375,15.2749,16.0625,15.8534,15.1665,2.72718,0.000195765,-1.18163,-5.27498,+
mig-14,1.96449,2.60236,Q7YWX7,,Protein wntless homolog,15.9705,15.2782,14.7284,16.4163,13.4006,13.4389,13.9355,13.7604,2.60236,0.00030456,1.96449,4.98138,+
mrpl-53,1.9887,1.99743,Q7YX52,,"Mitochondrial Ribosomal Protein, Large",16.7015,16.375,16.725,18.3183,15.2358,15.2151,14.1371,15.5769,1.99743,0.00118355,1.9887,3.70243,+
"CELE_D1086,8",2.85534,4.11562,Q7YX57,,Uncharacterized protein,18.1394,17.2718,17.6044,18.4771,15.2244,14.6752,14.9434,15.2285,4.11562,0,2.85534,9.51986,+
"C40H1,9",8.11347,5.69974,Q7YX60,,Uncharacterized protein,19.5655,19.0789,18.9512,20.6991,11.2797,11.925,10.9337,11.7023,5.69974,0,8.11347,17.8356,+
"C26C6,9",3.07137,6.23419,Q7YX71,,Uncharacterized protein,14.2006,14.383,14.1068,14.1417,10.8782,11.0188,11.1869,11.4627,6.23419,0,3.07137,21.9566,+
"C08F8,9",3.01218,3.2871,Q7YX96,,Uncharacterized protein,20.9512,21.0569,21.2195,21.9013,17.5775,18.0737,18.0325,19.3965,3.2871,0,3.01218,6.74808,+
"CELE_H06H21,8",1.88485,3.3419,Q7YXH1,,Uncharacterized protein,14.9139,15.7566,15.7632,15.7787,13.4012,14.0045,13.9179,13.3493,3.3419,0,1.88485,6.90761,+
"CELE_Y4C6B,7",-0.379251,0.270884,Q7YZG3;V6CKD2,,Uncharacterized protein,13.6176,13.5422,12.1652,14.9514,13.677,14.1327,14.0628,13.9208,0.270884,0.258313,-0.379251,-0.656358,
ttr-7,2.31662,4.9356,Q7YZH4,,TransThyretin-Related family domain,16.6678,16.9299,16.7932,16.8445,14.469,14.1261,14.4396,14.9342,4.9356,0,2.31662,13.2149,+
tps-1,0.167032,0.159378,Q7YZT6,,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1",14.1792,14.2042,15.2045,15.6669,14.8264,14.9654,14.2664,14.5284,0.159378,0.432111,0.167032,0.41464,
vem-1,2.04419,2.90804,Q7YZW5,,Protein vem-1,17.1179,16.9959,18.3906,18.0518,15.4667,15.3934,15.7686,15.7507,2.90804,0.0001323,2.04419,5.72154,+
tnt-2,-0.26292,0.91257,Q7Z072,,TropoNin T,20.0549,19.9696,20.1761,20.3071,20.1786,20.6492,20.5643,20.1674,0.91257,0.0291121,-0.26292,-1.79794,+
"B0261,8",3.2341,4.33122,Q7Z116,,Uncharacterized protein,14.1224,14.0385,14.4142,14.9029,11.2643,10.4528,11.2244,11.6001,4.33122,0,3.2341,10.3863,+
hyl-2,2.46042,3.35427,Q7Z139,,Ceramide synthase hyl-2,17.3712,16.7229,16.7991,16.9623,15.2465,14.234,13.7575,14.7757,3.35427,0,2.46042,6.94404,+
"CELE_ZK418,9",-0.118667,0.159161,Q7Z145,,Uncharacterized protein,15.9882,16.4151,17.2122,16.9573,16.8673,16.9228,16.5601,16.6973,0.159161,0.432563,-0.118667,-0.41414,
alh-12,1.32074,3.35171,Q7Z1Q3,,ALdehyde deHydrogenase,18.9497,18.985,18.8805,19.5487,17.7387,17.6038,17.6435,18.0948,3.35171,0,1.32074,6.93649,+
"CELE_M60,4",2.84288,2.54663,Q7Z2A6,,Uncharacterized protein,20.507,18.3161,20.483,19.785,17.1577,16.5678,16.3812,17.613,2.54663,0.000325722,2.84288,4.85391,+
grd-13,1.30839,2.17461,Q7Z2A9,,GRounDhog (Hedgehog-like family),13.6664,14.1378,14.2643,14.6397,12.832,13.5832,12.4206,12.6388,2.17461,0.000658546,1.30839,4.05484,+
fars-1,2.14195,2.04952,Q86B36,,Phenylalanyl Amino-acyl tRNA Synthetase,17.3843,17.651,17.2863,19.6096,15.4968,15.7924,16.0938,15.9804,2.04952,0.000840112,2.14195,3.80434,+
"C33A12,19",3.02786,4.99898,Q86D15,,Uncharacterized protein,14.0738,14.4209,14.2407,14.9887,11.4452,11.6427,11.1496,11.3752,4.99898,0,3.02786,13.5499,+
vps-29,-0.330671,0.600084,Q86D99;Q9XVX5,,Vacuolar protein sorting-associated protein 29,14.1454,14.7606,14.4091,15.0418,14.4983,14.9162,14.9303,15.3347,0.600084,0.0780725,-0.330671,-1.26992,
ifd-1,3.16385,2.23352,Q86DC6,,Intermediate filament protein ifd-1,15.335,18.0308,18.4552,18.4737,14.3502,14.5668,14.2064,14.516,2.23352,0.000623964,3.16385,4.17578,+
