geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d5,log2FC,Student's T-test Test statistic N2_d15_N2_d5,Sign p-val: 0.05 ,,
"CELE_F11A10,7",0.858915,2.12664,Q95QL3,Uncharacterized protein,15.0523,14.8405,14.5236,14.9944,14.5132,13.7833,13.7071,13.9715,2.12664,0.00616914,0.858915,3.95779,+,,
"CELE_F01F1,15",-0.457015,1.38952,Q95QN1,Uncharacterized protein,15.7463,16.4318,15.8231,15.9067,16.2606,16.3236,16.5682,16.5836,1.38952,0.0271594,-0.457015,-2.59778,+,,
ddx-23,0.792753,1.6442,Q95QN2,DEAD boX helicase homolog,15.8324,15.1416,15.1989,16.1552,15.0313,14.7535,14.6649,14.7076,1.6442,0.0158646,0.792753,3.04393,+,,
brap-2,0.217758,0.461576,Q95QN6,BRCA1-associated protein homolog 2,11.7933,12.0661,12.26,12.5196,11.9516,11.6059,11.8884,12.3221,0.461576,0.247543,0.217758,1.02367,,,
atic-1,-0.203043,0.458152,Q95QQ4,5-Aminoimidazole-4-carboxamide ribonucleotide formylTransferase/IMP Cyclohydrolase homolog,15.3631,14.9163,14.916,15.7016,15.3854,15.5023,15.5392,15.2823,0.458152,0.249444,-0.203043,-1.01741,,,
"C44B7,2",2.53625,5.49251,Q95QR5,Uncharacterized protein,15.6874,15.5861,15.2716,15.527,12.9623,12.9135,12.7238,13.3275,5.49251,0,2.53625,16.4488,+,,
"C35C5,8",0.0463994,0.0508671,Q95QS2,Uncharacterized protein,12.5696,11.9201,12.053,12.4194,12.3518,11.8593,12.9145,11.6509,0.0508671,0.846949,0.0463994,0.144981,,,
mrps-26,-0.536325,1.1832,Q95QS3,"Mitochondrial Ribosomal Protein, Small",15.5128,14.6496,15.5408,15.1674,15.8998,15.868,15.8453,15.4027,1.1832,0.0424104,-0.536325,-2.24841,+,,
tag-321,1.58859,3.39867,Q95QS6,Uncharacterized protein,15.0135,14.1233,14.3152,14.7473,12.72,13.0924,12.8891,13.1434,3.39867,0.000913208,1.58859,7.07612,+,,
"C27F2,10",-0.574052,0.742606,Q95QU0,PCI domain-containing protein 2 homolog,12.5815,12.1184,12.3996,12.7837,13.0807,13.5872,13.4713,12.0402,0.742606,0.119135,-0.574052,-1.51365,,,
"C27F2,9",0.0202549,0.0179361,Q95QU1,Uncharacterized protein,14.195,13.6504,13.0705,13.0631,13.6455,12.6745,13.7099,13.868,0.0179361,0.943818,0.0202549,0.052883,,,
tiar-1,0.240635,0.442109,Q95QV7;Q95QV8,TIA-1/TIAL RNA binding protein homolog,16.5289,16.0651,16.6108,16.6503,16.7117,15.783,16.0278,16.3702,0.442109,0.260128,0.240635,0.98797,,,
"B0041,8",0.155747,0.208139,Q95R19,Uncharacterized protein,16.7247,16.6893,16.1644,17.1681,15.966,16.755,16.4484,16.9541,0.208139,0.512437,0.155747,0.523725,,,
"C13B7,6",-1.57893,2.13825,Q95X12,Uncharacterized protein,13.0199,14.5601,14.0657,13.7027,16.0362,15.0998,15.0452,15.4828,2.13825,0.00608073,-1.57893,-3.98117,+,,
"C35E7,11",-1.75801,3.93118,Q95X36,Uncharacterized protein,12.4734,11.9686,12.0623,12.5165,13.7217,14.0092,13.9246,14.3973,3.93118,0.000318471,-1.75801,-8.83046,+,,
mrpl-9,0.35091,1.33747,Q95X39,"Mitochondrial Ribosomal Protein, Large",14.5974,14.4126,14.4417,14.8608,14.3757,14.043,14.0841,14.4061,1.33747,0.0302628,0.35091,2.50884,+,,
vha-8,0.0733924,0.217578,Q95X44,Vacuolar H ATPase,19.7507,20.1301,19.9668,20.0793,20.1105,19.6484,19.83,20.0445,0.217578,0.497971,0.0733924,0.544187,,,
rpoa-49,0.417767,0.319139,Q95X83,RNA POlymerase I (A) subunit,14.0692,14.0258,13.4944,14.8516,12.799,14.5793,14.4591,12.9326,0.319139,0.369792,0.417767,0.753649,,,
exos-2,-0.509621,0.449648,Q95XD0,EXOSome (Multiexonuclease complex) component,13.1328,14.2161,14.9246,13.6363,14.5874,13.6664,15.2821,14.4122,0.449648,0.255214,-0.509621,-1.00183,,,
blos-2,0.162757,1.45648,Q95XD3,Biogenesis of lysosome-related organelles complex 1 subunit 2,15.5169,15.6011,15.64,15.6994,15.5202,15.4379,15.5221,15.3261,1.45648,0.0236852,0.162757,2.71323,+,,
lsm-8,-0.25828,0.91602,Q95XD4,LSM Sm-like protein,16.519,16.9592,17.1225,17.0664,17.066,17.1535,17.2552,17.2255,0.91602,0.0784983,-0.25828,-1.80368,,,
"CELE_Y69A2AR,3",-1.05677,1.2905,Q95XG6,Uncharacterized protein,16.3585,16.8376,15.2659,17.073,17.0606,17.4633,17.8753,17.3628,1.2905,0.0333441,-1.05677,-2.42907,+,,
daao-1,-1.10309,2.32708,Q95XG9,D-amino-acid oxidase,12.5215,11.9072,12.0183,12.7129,13.5306,13.7365,12.9815,13.3235,2.32708,0.00465583,-1.10309,-4.37199,+,,
"CELE_Y69A2AR,28",-0.76595,1.78806,Q95XH0,Uncharacterized protein,16.9031,16.328,16.2325,16.7478,17.749,17.3486,16.9497,17.2279,1.78806,0.0115539,-0.76595,-3.30576,+,,
"CELE_Y69A2AR,18",-0.3303,1.025,Q95XJ0,Uncharacterized protein,18.9816,19.5705,19.6495,19.4752,19.6587,19.9149,19.8202,19.6042,1.025,0.0608938,-0.3303,-1.98471,,,
"CELE_Y69A2AR,21",0.128496,0.0772444,Q95XJ1,Uncharacterized protein,12.8343,14.9815,15.4251,14.8547,14.7479,14.5628,14.0301,14.2408,0.0772444,0.776479,0.128496,0.214773,,,
"CELE_Y71G12B,6",0.192708,0.399622,Q95XM5,Uncharacterized protein,15.2792,14.5327,14.7647,14.604,14.765,14.8256,14.2542,14.565,0.399622,0.292692,0.192708,0.908871,,,
ddx-27,1.05031,3.25673,Q95XM9,DEAD boX helicase homolog,15.536,15.7432,15.4859,15.837,14.7475,14.4492,14.3103,14.8939,3.25673,0.000949833,1.05031,6.66092,+,,
"CELE_Y71G12B,10",0.354098,0.791815,Q95XN1,Uncharacterized protein,15.5442,15.1567,15.0285,15.6666,14.9419,14.7738,14.7985,15.4654,0.791815,0.105703,0.354098,1.59644,,,
mppa-1,-0.138942,0.0481033,Q95XN2,Mitochondrial Processing Peptidase Alpha,13.9787,13.4198,14.2238,14.1396,12.9777,17.0466,12.9157,13.3777,0.0481033,0.854722,-0.138942,-0.137476,,,
lsm-6,-0.931153,2.08137,Q95XN6,LSM Sm-like protein,16.4902,17.0229,17.6325,17.1353,17.8471,18.0401,18.1074,18.0108,2.08137,0.00648085,-0.931153,-3.86734,+,,
mca-3,0.85241,2.93481,Q95XP6,Calcium-transporting ATPase,17.2021,17.3484,17.4885,17.6909,16.5783,16.4952,16.3794,16.8674,2.93481,0.00185104,0.85241,5.78988,+,,
zwl-1,-2.56663,0.287574,Q95XP9,Protein zwilch homolog,14.7818,14.659,15.13,0,13.9922,13.6802,13.4145,13.7506,0.287574,0.403643,-2.56663,-0.69042,,,
mcm-4,0.78874,2.34096,Q95XQ8,DNA replication licensing factor mcm-4,16.4086,15.9096,16.0163,16.531,15.5426,15.135,15.5343,15.4987,2.34096,0.00448693,0.78874,4.40154,+,,
eif-2gamma,0.342555,0.709651,Q95XR0,Eukaryotic Initiation Factor,17.0557,16.9765,16.4918,16.9655,16.5009,17.0564,16.1042,16.4578,0.709651,0.128591,0.342555,1.45789,,,
tbca-1,-1.02543,1.92524,Q95XR1,Tubulin-specific chaperone A,17.1299,17.146,16.9142,17.8121,18.6822,17.995,17.834,18.5928,1.92524,0.00856068,-1.02543,-3.56339,+,,
nsun-4,-1.74925,2.61641,Q95XR2,Nop2 (NOP2)/SUN domain family member,12.4742,12.0604,12.0269,12.4434,13.1735,14.7038,13.8376,14.287,2.61641,0.00253099,-1.74925,-5.01387,+,,
trap-3,-0.174567,0.249809,Q95XS1,TRanslocon-Associated Protein,16.287,16.0948,16.1015,17.2369,16.5639,16.5321,16.4751,16.8472,0.249809,0.454349,-0.174567,-0.612656,,,
"CELE_Y38F2AR,9",0.0844927,0.155268,Q95XS2,Protein transport protein Sec61 subunit beta,18.173,17.9697,18.1348,17.8882,17.9602,17.8687,17.522,18.4768,0.155268,0.603104,0.0844927,0.405159,,,
trap-1,-0.551985,2.15526,Q95XT5,TRanslocon-Associated Protein,17.046,17.0664,17.4628,17.5383,17.9566,17.7645,17.8457,17.7547,2.15526,0.00596574,-0.551985,-4.01553,+,,
wwp-1,1.77631,2.60881,Q95XU3,E3 ubiquitin-protein ligase,16.4611,15.052,15.6721,15.885,14.1915,13.5854,13.7233,14.4648,2.60881,0.00261892,1.77631,4.99629,+,,
sut-2,-0.417845,0.971899,Q95XU6,Zinc finger CCCH domain-containing protein 14,13.6862,13.2527,12.9852,13.6007,14.0808,13.8032,13.3844,13.9278,0.971899,0.0691523,-0.417845,-1.89651,,,
ubc-13,0.422767,0.660209,Q95XX0,Ubiquitin-conjugating enzyme E2 13,16.8964,16.2671,16.6022,17.5253,16.2637,16.2525,16.2259,16.8578,0.660209,0.146593,0.422767,1.37363,,,
nprt-1,0.627958,3.80402,Q95XX1,Nicotinate phosphoribosyltransferase,15.5865,15.7405,15.7939,15.554,15.062,14.9202,15.0325,15.1483,3.80402,0.000370787,0.627958,8.38102,+,,
clec-85,-0.0954349,0.0892364,Q95XX2,C-type LECtin,16.6504,16.0946,16.4615,16.8435,16.9165,16.8866,15.5519,17.0767,0.0892364,0.745546,-0.0954349,-0.245487,,,
clec-80,2.52537,1.26865,Q95XX5,C-type LECtin,13.8775,14.1803,13.6831,13.4394,14.1362,11.2342,10.5075,9.20076,1.26865,0.0349697,2.52537,2.39213,+,,
vbh-1,0.608508,2.06587,Q95XY1,Vasa-and Belle-like Helicase,16.3526,16.5992,16.7572,16.3389,15.7477,15.704,16.2418,15.9204,2.06587,0.00668657,0.608508,3.83661,+,,
nol-6,-0.20341,0.123515,Q95XY4,Nucleolar protein 6,14.6716,12.8676,14.399,15.5297,14.7495,13.8983,14.4602,15.1734,0.123515,0.669926,-0.20341,-0.330215,,,
cogc-4,1.47974,1.98573,Q95XZ0,Conserved oligomeric Golgi complex subunit 4,12.7893,11.9066,12.9766,12.6225,10.2102,11.0037,11.4792,11.6829,1.98573,0.00763872,1.47974,3.67973,+,,
rps-28,-2.03018,6.7722,Q95Y04,40S ribosomal protein S28,19.5899,19.7264,19.418,19.5792,21.6111,21.5,21.6262,21.6969,6.7722,0,-2.03018,-27.0416,+,,
"CELE_Y41D4B,11",-0.612344,1.192,Q95Y11,Uncharacterized protein,12.3895,12.3853,11.7588,12.803,13.422,12.7958,12.8851,12.6831,1.192,0.0413646,-0.612344,-2.26315,+,,
npp-8,0.85185,2.00681,Q95Y13,Nuclear Pore complex Protein,14.6651,14.7288,14.5374,15.0425,14.0532,14.1721,14.0502,13.2909,2.00681,0.00725359,0.85185,3.72069,+,,
npp-8,0.942392,5.14665,Q95Y15,Nuclear Pore complex Protein,15.6793,15.7239,15.609,15.5035,14.5649,14.7623,14.7441,14.6748,5.14665,0,0.942392,14.3618,+,,
hpo-6,0.988297,2.33612,Q95Y17,Uncharacterized protein,17.6345,17.0662,17.2145,17.953,16.3079,16.3753,16.4716,16.7602,2.33612,0.00462798,0.988297,4.39122,+,,
"CELE_Y41D4A,4",0.647473,0.792317,Q95Y24;U4PBU4;U4PC73;U4PRX8,Transmembrane 9 superfamily member,15.2798,14.2435,15.2148,14.027,14.2552,13.4483,13.892,14.5797,0.792317,0.105625,0.647473,1.59728,,,
"CELE_Y41D4A,5",0.426655,0.636333,Q95Y26,Protein-tyrosine-phosphatase,15.8425,14.7335,15.2944,15.2515,15.0495,14.4124,15.3954,14.5581,0.636333,0.155883,0.426655,1.33262,,,
"CELE_Y34B4A,5",-0.372127,0.453193,Q95Y27,Uncharacterized protein,13.3611,12.9288,12.7391,13.3253,13.2866,12.7894,13.3743,14.3924,0.453193,0.252872,-0.372127,-1.00833,,,
"CELE_Y34B4A,9",-0.368272,0.712961,Q95Y28,Uncharacterized protein,17.3253,17.9759,17.6743,18.4439,18.1997,18.3793,18.3171,17.9964,0.712961,0.127303,-0.368272,-1.46351,,,
"CELE_Y34B4A,6",0.51532,0.859641,Q95Y29,Uncharacterized protein,17.243,17.0386,16.8037,17.4042,16.8567,16.2818,16.0463,17.2434,0.859641,0.0898945,0.51532,1.70983,,,
dnj-30,-0.13778,0.233995,Q95Y44,DNaJ domain (Prokaryotic heat shock protein),14.9669,14.5901,14.7721,15.2219,15.5863,14.9705,14.6903,14.8552,0.233995,0.476092,-0.13778,-0.579322,,,
smr-1,-0.110103,0.157724,Q95Y51,SMN (Survival of Motor Neuron protein) Related,14.8093,14.2478,14.4147,15.0081,14.5756,15.1357,14.2338,14.9752,0.157724,0.598696,-0.110103,-0.410829,,,
pes-4,-0.26287,0.377934,Q95Y67,Patterned Expression Site,12.4581,12.1849,12.3263,12.7379,12.4262,12.4509,13.5248,12.3568,0.377934,0.311713,-0.26287,-0.867794,,,
"CELE_Y119D3B,21",-0.401174,0.185477,Q95Y68,Uncharacterized protein,12.4043,12.0962,12.2585,12.7062,14.9859,10.9282,12.6936,12.4624,0.185477,0.548931,-0.401174,-0.473767,,,
orc-3,0.812909,2.62542,Q95Y69,ORC (Origin Recognition Complex) subunit,12.3907,12.0668,11.9143,12.3632,11.4368,11.182,11.2043,11.6603,2.62542,0.00251769,0.812909,5.03478,+,,
mrpl-45,1.42822,0.673537,Q95Y71,"Probable 39S ribosomal protein L45, mitochondrial",15.7492,15.3669,14.9214,14.5964,14.4876,14.6616,14.998,10.7739,0.673537,0.141481,1.42822,1.39642,,,
dss-1,0.518668,0.666065,Q95Y72,Probable 26S proteasome complex subunit dss-1,18.5801,17.4443,16.9209,17.9636,16.9209,17.4714,17.1194,17.3226,0.666065,0.144312,0.518668,1.38365,,,
"CELE_Y119D3B,13",-0.630459,0.416763,Q95Y74,Uncharacterized protein,12.519,12.0869,12.3107,12.4248,12.2229,11.7719,13.0888,14.7797,0.416763,0.279535,-0.630459,-0.940991,,,
zig-9,0.482818,0.986414,Q95Y79,2 (Zwei) IG domain protein,15.7657,15.4525,15.1215,15.8363,15.4831,14.6828,14.7999,15.2789,0.986414,0.0662766,0.482818,1.92062,,,
bet-1,0.135383,0.131413,Q95Y80,Bromodomain-containing protein bet-1,13.7783,12.4935,12.5096,12.8465,13.3566,12.8405,12.1692,12.7202,0.131413,0.652508,0.135383,0.349152,,,
mrpl-19,-0.443058,0.927234,Q95Y83,"Probable 39S ribosomal protein L19, mitochondrial",13.9125,14.1982,13.4091,13.3489,13.7755,14.2099,14.3636,14.2919,0.927234,0.0765965,-0.443058,-1.82232,,,
hcp-6,-0.773415,0.699923,Q95Y84;Q9N583,HoloCentric chromosome binding Protein,12.2694,10.9861,12.9024,12.6874,13.8252,13.0206,12.2686,12.8245,0.699923,0.132331,-0.773415,-1.44138,,,
"CELE_R13A5,10",-1.52915,4.9581,Q95Y87,Uncharacterized protein,14.6474,14.5886,14.7288,14.2448,16.1042,16.1921,16.024,16.0058,4.9581,0,-1.52915,-13.3329,+,,
lpd-7,1.32939,3.78443,Q95Y89,Pescadillo homolog,15.5783,15.9337,15.8531,15.9946,14.2092,14.4343,14.5623,14.8364,3.78443,0.000508287,1.32939,8.31357,+,,
rpl-9,0.180726,1.08342,Q95Y90,60S ribosomal protein L9,19.0554,19.1501,19.4473,19.1628,19.0202,19.0788,19.003,18.9906,1.08342,0.0523619,0.180726,2.08185,,,
ttr-32,1.71887,1.82915,Q95Y92,TransThyretin-Related family domain,16.0061,16.4232,15.7352,16.1007,14.0407,14.014,13.5611,15.7737,1.82915,0.010606,1.71887,3.38207,+,,
ttr-8,1.20984,2.41874,Q95Y93,TransThyretin-Related family domain,16.6162,15.9323,15.703,15.8403,14.4959,14.8155,14.6581,15.2829,2.41874,0.00383094,1.20984,4.56938,+,,
"CELE_M04F3,4",0.0844827,0.118569,Q95Y96,Uncharacterized protein,16.3355,16.0303,15.5535,16.5458,16.1493,15.9209,15.6659,16.391,0.118569,0.679598,0.0844827,0.318249,,,
rpa-2,0.113485,0.25748,Q95Y97,Replication Protein A homolog,16.5738,17.0271,16.6547,16.9788,16.3613,16.7834,16.6104,17.0254,0.25748,0.443951,0.113485,0.628655,,,
cas-1,0.558598,2.93635,Q95YA9,Adenylyl cyclase-associated protein,16.9966,16.8809,16.956,16.9293,16.6358,16.2668,16.2201,16.4057,2.93635,0.00185784,0.558598,5.79381,+,,
acdh-9,0.197547,1.06038,Q95YB2,Acyl CoA DeHydrogenase,16.8578,16.5577,16.6759,16.9205,16.6793,16.5893,16.4713,16.4818,1.06038,0.0555917,0.197547,2.04351,,,
"C52A10,2",0.0857351,0.0755971,Q95YC3,Carboxylic ester hydrolase,12.5004,11.997,12.0274,12.7461,13.0978,11.3722,12.0082,12.4498,0.0755971,0.780765,0.0857351,0.210507,,,
"C52A10,1",0.485937,1.67169,Q95YC4,Carboxylic ester hydrolase,15.6827,15.3072,15.2199,15.3583,14.731,14.8247,15.2619,14.8068,1.67169,0.0151932,0.485937,3.09336,+,,
"C45B2,1",-0.59668,1.73686,Q95YC6,Uncharacterized protein,17.7834,17.4254,17.5208,17.8085,18.0828,17.9528,18.2055,18.6839,1.73686,0.0130114,-0.59668,-3.21164,+,,
"C45B2,2",-1.30321,1.41615,Q95YC7,Uncharacterized protein,15.9145,15.4992,15.5657,16.234,17.3598,17.5609,15.7407,17.7647,1.41615,0.025531,-1.30321,-2.64355,+,,
gln-1,-0.114797,0.268293,Q95YD1,GLutamiNe synthetase (Glutamate-ammonia ligase),16.268,16.21,15.83,15.8651,16.4189,16.1247,15.7968,16.2919,0.268293,0.428744,-0.114797,-0.651026,,,
vha-16,0.665752,4.00528,Q95YD5,Vacuolar H ATPase,18.1204,18.1488,17.8598,18.064,17.3897,17.291,17.4007,17.4486,4.00528,0.000341297,0.665752,9.10191,+,,
idhg-2,0.517722,0.168816,Q95YD8,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial",15.2691,19.1934,14.5028,13.9993,14.9725,15.0378,15.4681,15.4154,0.168816,0.577787,0.517722,0.43623,,,
"C07H6,2",-0.53412,1.00017,Q95YE7,Uncharacterized protein,15.8596,14.8482,15.7971,15.4495,15.9118,15.8177,15.8999,16.4615,1.00017,0.0644981,-0.53412,-1.94346,,,
cgh-1,-0.266595,0.522256,Q95YF3,ATP-dependent RNA helicase cgh-1,17.6569,18.0858,17.6476,18.2356,18.193,18.6531,17.7839,18.0624,0.522256,0.210347,-0.266595,-1.13305,,,
"ZK353,9",-0.0237374,0.0283535,Q95ZI6,"PITH domain-containing protein ZK353,9",16.1191,15.7264,15.8659,16.2168,16.2368,15.8558,15.3499,16.5807,0.0283535,0.912962,-0.0237374,-0.0826749,,,
gly-5,0.889345,0.807376,Q95ZJ1,Polypeptide N-acetylgalactosaminyltransferase 5,15.5028,13.9796,14.5783,16.4561,14.2905,14.0023,14.3758,14.2908,0.807376,0.10157,0.889345,1.62251,,,
"CELE_Y10G11A,1",-1.38352,3.6124,Q95ZJ9,5'-nucleotidase,12.5757,12.0096,12.1741,12.1387,13.9192,13.6026,13.2815,13.6289,3.6124,0.000702576,-1.38352,-7.74099,+,,
act-4,-5.43813,6.12136,Q95ZL1,Actin-4,12.5055,12.1555,12.1174,12.5442,17.586,17.2484,18.3437,17.8969,6.12136,0,-5.43813,-21.0158,+,,
"CELE_M01H9,3",-0.183438,0.402183,Q95ZL3,Uncharacterized protein,17.0351,16.4287,16.5106,16.8109,16.8264,16.6577,16.735,17.3,0.402183,0.291117,-0.183438,-0.913688,,,
nmt-1,0.308616,0.262887,Q95ZN7,Glycylpeptide N-tetradecanoyltransferase,15.0388,14.4332,13.0407,15.075,14.1776,14.2223,14.0951,13.8583,0.262887,0.436152,0.308616,0.639868,,,
aak-2,0.267483,0.554875,Q95ZQ4,5'-AMP-activated protein kinase catalytic subunit alpha-2,15.2423,14.212,14.9424,14.843,14.6024,14.6751,14.4099,14.4824,0.554875,0.193621,0.267483,1.19083,,,
"CELE_R186,7",-0.00486231,0.0049206,Q95ZQ5,Uncharacterized protein,16.5061,15.7969,15.9051,16.6522,16.3997,15.7975,15.8301,16.8524,0.0049206,0.984182,-0.00486231,-0.0147187,,,
"CELE_K09G1,1",0.3226,0.565349,Q95ZR6,Uncharacterized protein,14.4026,15.1518,14.6423,13.9635,14.2215,14.4023,13.9413,14.3047,0.565349,0.187939,0.3226,1.20925,,,
"CELE_F56A8,3",1.63539,2.03561,Q95ZS5,Uncharacterized protein,17.6111,17.5771,17.4087,19.0151,16.3423,16.0151,15.8605,16.8525,2.03561,0.0070561,1.63539,3.77699,+,,
"CELE_F45H11,5",-0.657218,1.11239,Q95ZT5,Uncharacterized protein,14.3623,14.2115,14.5281,13.3471,14.8933,15.0059,14.2932,14.8853,1.11239,0.0492559,-0.657218,-2.1301,+,,
"CELE_F43H9,4",1.08861,3.18563,Q95ZT6,Uncharacterized protein,12.5432,12.1587,12.2956,12.7175,11.4335,11.1557,11.1547,11.6167,3.18563,0.00114821,1.08861,6.46038,+,,
"CELE_F08F8,7",-1.14703,1.56875,Q95ZW2,Ribulose-phosphate 3-epimerase,16.4535,16.0408,15.1011,16.8833,17.4216,17.4661,17.0912,17.088,1.56875,0.0187,-1.14703,-2.90964,+,,
"C50F4,16",-0.3034,0.542005,Q95ZW9,Uncharacterized protein,13.4781,14.0259,13.6753,13.5042,13.632,14.3557,14.376,13.5332,0.542005,0.200686,-0.3034,-1.1681,,,
"B0410,3",0.934243,3.08663,Q95ZZ5,Uncharacterized protein,12.2851,12.1611,12.2807,12.6367,11.4401,11.2323,11.2476,11.7067,3.08663,0.00143062,0.934243,6.18902,+,,
gad-3,-1.16345,0.742361,Q960A1,Probable aldehyde oxidase gad-3,11.802,13.9696,13.7758,15.5502,14.9708,14.9263,14.8562,14.998,0.742361,0.11916,-1.16345,-1.51324,,,
mak-2,0.868177,1.16793,Q965G5,MAP kinase-activated protein kinase mak-2,13.556,14.7422,15.3666,14.2582,13.4483,13.6033,13.5755,13.8232,1.16793,0.0436908,0.868177,2.22284,+,,
"CELE_T24A6,20",0.683002,1.1331,Q965J1,Uncharacterized protein,13.26,13.4929,13.2083,14.0591,13.4444,12.4686,12.9967,12.3785,1.1331,0.0471382,0.683002,2.16464,+,,
"CELE_F53H1,1",2.13671,4.26,Q965K2;U4PEV8,Uncharacterized protein,14.55,14.527,14.4024,14.5434,12.0753,12.954,12.0615,12.3851,4.26,0.000146789,2.13671,10.0926,+,,
dnc-3,0.112592,0.111756,Q965K5,DyNactin Complex component,16.9657,16.0797,16.1697,17.5175,16.5317,16.5206,16.2541,16.9758,0.111756,0.694273,0.112592,0.301631,,,
"C07G3,10",1.09649,2.73232,Q965N0,Uncharacterized protein,12.371,11.9771,12.1565,12.7273,11.3889,11.0633,10.923,11.4707,2.73232,0.00233367,1.09649,5.28734,+,,
"BE0003N10,1",2.18786,2.48771,Q965N3,Uncharacterized protein,13.8794,13.7125,14.4058,15.0127,12.0443,11.4731,11.6613,13.0802,2.48771,0.00337176,2.18786,4.72148,+,,
chin-1,-1.14853,0.648976,Q965N4,CHImaeriN (Rac-GTPase-activating protein) homolog,11.0192,12.1749,12.1418,12.79,11.5027,15.1023,13.5362,12.5788,0.648976,0.150771,-1.14853,-1.35436,,,
"CELE_Y46E12BL,2",0.83009,0.616877,Q965N8,Uncharacterized protein,15.2586,13.9958,14.6428,15.5888,14.5155,13.2285,13.0987,15.3229,0.616877,0.163942,0.83009,1.29904,,,
cht-4,0.232783,0.163959,Q965P2,CHiTinase,14.6567,14.6219,14.9066,14.901,13.4358,16.0249,14.2279,14.4665,0.163959,0.587032,0.232783,0.42515,,,
"CELE_Y22D7AL,10",-0.753027,2.96917,Q965Q1,Uncharacterized protein,18.5723,18.8368,18.983,18.5868,19.4003,19.7177,19.5128,19.3602,2.96917,0.00185013,-0.753027,-5.87847,+,,
sqv-6,1.27903,2.07696,Q965Q8,Xylosyltransferase sqv-6,12.2868,13.384,11.9348,12.4986,11.3874,11.2279,10.915,11.458,2.07696,0.00654796,1.27903,3.85859,+,,
"CELE_Y50D4C,3",2.04689,1.44615,Q965Q9,Uncharacterized protein,13.9947,14.7248,17.3354,14.6001,12.9734,13.4102,12.7182,13.3657,1.44615,0.0239456,2.04689,2.69534,+,,
"CELE_Y97E10AR,6",-0.406308,0.976215,Q965R9,Uncharacterized protein,14.9737,15.2017,15.0398,15.84,15.5644,15.8517,15.5108,15.7534,0.976215,0.0681723,-0.406308,-1.90368,,,
rpb-9,1.03991,2.9794,Q965S0,DNA-directed RNA polymerase subunit,12.5461,12.1229,12.2869,12.6137,11.428,11.1553,11.1272,11.6995,2.9794,0.00167405,1.03991,5.90503,+,,
abhd-12,4.97957,2.84603,Q965S2,ABHydrolase Domain containing homolog,15.3915,18.9005,18.8662,17.357,11.6596,13.1888,12.9327,12.8158,2.84603,0.0021411,4.97957,5.5655,+,,
natb-1,1.41306,3.38571,Q965S3,"N-terminal AceTyltransferase B (NatB) complex, catalytic subunit, homolog",14.9187,14.5976,14.8918,14.8891,13.3974,12.8911,13.6521,13.7045,3.38571,0.000902985,1.41306,7.03736,+,,
"eif-3,I",0.687043,1.73554,Q965S8,Eukaryotic translation initiation factor 3 subunit I,16.7673,16.3367,16.6305,17.1818,15.709,16.0931,16.0677,16.2983,1.73554,0.013066,0.687043,3.20922,+,,
"CELE_Y54F10AR,1",0.17221,0.607584,Q965T2,Uncharacterized protein,16.3315,16.1199,16.383,16.3903,15.9522,16.0349,16.0674,16.4813,0.607584,0.168266,0.17221,1.28294,,,
taco-1,0.170365,0.288393,Q965T4,Translational Activator of Cytochrome c Oxidase,15.0655,15.3593,15.1566,16.1276,15.1421,15.3779,15.2473,15.2602,0.288393,0.40313,0.170365,0.692081,,,
xpo-2,1.05565,3.76778,Q965V4,EXPOrtin (Nuclear export receptor),15.7753,15.7495,15.4561,15.8793,14.3966,14.707,14.8045,14.7296,3.76778,0.000502732,1.05565,8.25662,+,,
ubh-3,-3.50317,3.91194,Q965V9,Ubiquitin carboxyl-terminal hydrolase,12.3462,11.3034,12.1422,12.6653,14.9558,16.1478,15.9791,15.3871,3.91194,0.000307692,-3.50317,-8.76112,+,,
comt-3,-0.30991,0.982626,Q965W3,Catechol-O-MethylTransferase family,15.9912,15.5289,16.0736,15.9148,16.4637,16.1619,15.9361,16.1864,0.982626,0.0671826,-0.30991,-1.91433,,,
comt-4,-0.761787,2.90817,Q965W4,Catechol-O-MethylTransferase family,14.8547,14.7175,14.6741,14.7914,15.7165,15.3187,15.764,15.2857,2.90817,0.00194787,-0.761787,-5.72186,+,,
nape-2,3.24256,2.77097,Q965X9,N-Acyl Phosphatidyl Ethanolamine specific phospholipase D (NAPE-PLD) homolog,16.9307,16.5771,16.0385,17.2233,14.0142,14.1232,11.8209,13.841,2.77097,0.00225941,3.24256,5.38075,+,,
map-1,-0.737129,5.49721,Q965Y1,Methionine aminopeptidase,15.5107,15.3627,15.3404,15.4118,16.1014,16.1721,16.1048,16.1959,5.49721,0,-0.737129,-16.479,+,,
"CELE_ZK105,1",1.44481,2.0996,Q965Z4,Uncharacterized protein,16.6701,16.3411,15.1671,16.6183,15.047,14.5528,14.5848,14.8328,2.0996,0.00645218,1.44481,3.90364,+,,
