geneName,log2FC,pvalue,Protein IDs,Protein.names,log2 rpn6_01,log2 rpn6_02,log2 rpn6_03,log2 ev_01,log2 ev_02,log2 ev_03, -Log.p.value, Student's T-test q-value rpn6_ev,log2FC,Student's T-test Test statistic rpn6_ev,Sign p-val: 0.05 
,0.249723,0.366519,Q9BL34,,30.2537,30.2502,29.9686,29.3773,30.0993,30.2467,0.366519,0.486555,0.249723,0.876977,
swsn-3,1.52775,2.20745,Q9BL39,,28.7933,29.1533,29.2794,27.074,27.6429,27.9259,2.20745,0.0111724,1.52775,5.27233,+
,0.495154,0.144755,Q9BL46,,28.6457,26.6031,27.451,29.0977,25.2167,26.9,0.144755,0.826484,0.495154,0.389803,
,0.487246,0.597725,Q9BL57,,29.848,30.5444,30.9282,29.5923,30.0933,30.1733,0.597725,0.248178,0.487246,1.33595,
ppk-2,0.813234,2.073,Q9BL73,,26.4972,26.68,26.4825,25.4422,25.9687,25.8091,2.073,0.0132816,0.813234,4.83137,+
mog-2,2.32079,0.915215,Q9BLB6,Probable U2 small nuclear ribonucleoprotein A,27.7315,30.0876,30.1212,28.7104,26.4744,25.7931,0.915215,0.110663,2.32079,1.95997,
mrpl-15,1.1795,2.29055,Q9BPN6,,27.403,27.3134,27.018,26.4033,25.8028,25.9898,2.29055,0.0104249,1.1795,5.56036,+
,0.134446,0.135473,Q9GPA1,,31.0084,30.3018,30.1915,29.843,30.6467,30.6086,0.135473,0.834717,0.134446,0.367265,
,-0.398137,0.858977,Q9GRY9,,31.576,31.1752,30.9185,31.4534,31.7966,31.6142,0.858977,0.127178,-0.398137,-1.84766,
ebp-1;ebp-3,1.06968,1.72099,Q9GRZ1;Q9GRZ0,,30.51,30.3396,30.328,28.9963,29.8691,29.1031,1.72099,0.0220396,1.06968,3.80565,+
tcc-1,0.975232,1.19388,Q9GRZ9,,33.2456,33.0252,32.7563,32.1058,32.613,31.3827,1.19388,0.0562628,0.975232,2.53984,
csn-1,1.34097,1.58362,Q9GS00,COP9 signalosome complex subunit 1,28.4891,27.7193,27.9426,27.2856,26.203,26.6395,1.58362,0.0263677,1.34097,3.44874,+
,0.354637,1.31317,Q9GUI8,,27.141,27.1068,27.055,26.525,26.9539,26.76,1.31317,0.0450469,0.354637,2.80382,+
,-0.463113,0.182225,Q9GUM1;Q2AAB8,,29.8794,28.5137,28.4545,30.1217,30.3932,27.7221,0.182225,0.780893,-0.463113,-0.478433,
,-0.30497,0.59167,Q9GUM5,,27.5006,27.1893,27.5205,28.0781,27.6723,27.3749,0.59167,0.251797,-0.30497,-1.32414,
eel-1,0.346623,0.600819,Q9GUP2;U4PBJ5;U4PRN6;U4PBX5;U4PMD1;U4PES6;U4PBK1;U4PBY0,,28.0977,28.6975,28.2201,27.6407,28.0821,28.2526,0.600819,0.24658,0.346623,1.34198,
unc-27,0.200527,0.232476,Q9GYF1,Troponin I 2,31.7551,31.4534,31.5028,30.7193,31.6815,31.709,0.232476,0.710639,0.200527,0.592321,
,1.88481,1.87494,Q9GYM9,,28.9084,28.8613,28.7291,26.3319,26.7073,27.8052,1.87494,0.0166217,1.88481,4.23308,+
ruvb-2,0.58198,1.07251,Q9GZH2,,26.3013,26.3391,25.9156,25.974,25.2251,25.6109,1.07251,0.0733275,0.58198,2.28175,
T22D1.3,0.0990823,0.0404155,V6CLC6;Q9GZH3;V6CIZ1,Inosine-5-monophosphate dehydrogenase,30.7724,29.731,28.3871,30.4094,29.3697,28.8142,0.0404155,0.949448,0.0990823,0.11883,
ribo-1,-0.719694,1.37071,Q9GZH4,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,29.004,29.0302,29.1982,29.3277,30.0948,29.969,1.37071,0.0410177,-0.719694,-2.9353,+
rpn-1,-0.0853799,0.0591302,Q9GZH5,,28.4527,27.1456,26.8964,27.3526,27.5927,27.8055,0.0591302,0.927174,-0.0853799,-0.17075,
ubxn-2,0.854403,0.669636,U4PBA6;Q9N2W5;Q86DD7,,31.7596,32.2094,32.0612,30.0496,31.5212,31.8962,0.669636,0.203565,0.854403,1.47603,
Y94H6A.8,-0.907,1.95614,Q9N2W7,Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,28.4252,29.037,28.9763,29.6121,29.7403,29.807,1.95614,0.0151045,-0.907,-4.47142,+
acs-13,0.652342,0.810291,V6CK48;Q9N302;V6CLI5,,28.3624,28.2826,28.5836,27.0351,28.0885,28.1479,0.810291,0.1445,0.652342,1.75132,
,1.08273,1.06279,Q9N357,,27.3027,27.2048,27.2159,25.2491,26.3589,26.8673,1.06279,0.0751758,1.08273,2.26149,
cct-8,-0.0644366,0.0393911,U4PBK9;Q9N358,T-complex protein 1 subunit theta,29.5113,28.1555,28.3244,29.4081,28.5727,28.2037,0.0393911,0.949726,-0.0644366,-0.115936,
mrps-25,0.0299047,0.0225957,Q9N361,"Probable 28S ribosomal protein S25, mitochondrial",26.0045,26.821,26.6061,25.8041,27.0798,26.458,0.0225957,0.971119,0.0299047,0.067662,
,1.0593,1.16719,Q9N362,,30.1624,30.0219,30.2854,28.4741,28.9213,29.8964,1.16719,0.059714,1.0593,2.48225,
lec-6,0.163166,0.123974,Q9N384,Galectin,25.3279,24.9491,25.527,24.219,25.4054,25.6901,0.123974,0.847836,0.163166,0.338987,
,-1.53487,2.49352,Q9N393,,25.5276,26.3611,26.039,27.5176,27.526,27.4888,2.49352,0.00736156,-1.53487,-6.31835,+
Y54G2A.23,0.0220706,0.0607902,Q9N3B0,MANF/CDNF-like protein,32.266,32.3085,32.179,32.0054,32.2657,32.4162,0.0607902,0.925651,0.0220706,0.175272,
clec-83,-0.468798,0.715427,Q9N3B9,,25.3895,25.3791,24.523,25.7174,25.5578,25.4228,0.715427,0.180561,-0.468798,-1.56532,
nduf-5,0.0122801,0.00612987,Q9N3D9,,29.7147,29.8092,30.0414,28.5466,30.4078,30.5741,0.00612987,0.990338,0.0122801,0.0186886,
,-0.447603,0.197448,Q9N3F7,,27.5372,27.3196,24.8647,26.7019,27.1962,27.1663,0.197448,0.760978,-0.447603,-0.51348,
,0.15771,0.481427,Q9N3G0,,32.0232,32.1513,32.1877,31.7041,32.0374,32.1476,0.481427,0.349483,0.15771,1.10788,
,0.986893,1.15787,Q9N3H3,,26.4875,26.7362,26.04,24.8365,26.0323,25.4343,1.15787,0.0605694,0.986893,2.46225,
,1.16077,1.70842,Q9N3J4,,27.0854,26.887,26.8931,25.5587,26.3915,25.4329,1.70842,0.0231444,1.16077,3.77206,+
,2.43419,1.96382,Q9N3Q9,,29.6572,29.6272,29.1587,27.068,26.141,27.9315,1.96382,0.0153333,2.43419,4.49445,+
,-0.459679,0.916859,Q9N3S8,,26.1906,26.4778,25.6875,26.5629,26.6511,26.521,0.916859,0.110236,-0.459679,-1.96328,
spg-7,1.40224,1.6505,Q9N3T5,,26.6188,25.286,26.0212,24.5745,24.5047,24.64,1.6505,0.0245567,1.40224,3.61978,+
glrx-10,0.345333,0.933424,Q9N456,,29.3365,29.7462,29.6454,29.0093,29.2552,29.4275,0.933424,0.10555,0.345333,1.99661,
pinn-1,-1.83095,2.44799,Q9N492,,26.3205,26.9492,26.2587,27.9424,28.4959,28.583,2.44799,0.0078612,-1.83095,-6.14122,+
homt-1,-3.76908,4.52671,Q9N4D9,Alpha N-terminal protein methyltransferase 1,24.1321,24.1144,23.8315,28.091,27.6092,27.685,4.52671,0,-3.76908,-21.1154,+
ppfr-4,1.6296,2.8075,Q9N4E9,,26.5325,25.8297,26.1243,24.4365,24.5161,24.645,2.8075,0.00354812,1.6296,7.66435,+
snr-7,-0.45366,0.248284,Q9N4G9,Probable small nuclear ribonucleoprotein G,31.2747,29.826,29.9652,31.9186,30.3396,30.1686,0.248284,0.681784,-0.45366,-0.627171,
arx-1,0.546643,0.281173,Q9N4I0,Actin-related protein 3,27.8568,28.4234,28.4681,26.188,28.4857,28.4347,0.281173,0.624269,0.546643,0.698413,
vit-3,-1.9435,0.767293,Q9N4J2,Vitellogenin-3,27.6175,31.1448,30.9281,32.3012,31.7165,31.5032,0.767293,0.160144,-1.9435,-1.66678,
cct-3,-1.01084,1.68383,Q9N4J8,T-complex protein 1 subunit gamma,25.8968,26.4931,26.4146,27.5309,26.8875,27.4186,1.68383,0.0242324,-1.01084,-3.70693,+
,0.821828,2.96556,Q9N4L6,,25.845,26.1069,25.8688,25.0226,25.1913,25.1413,2.96556,0.00198095,0.821828,8.43366,+
lpd-5,0.749479,0.963497,Q9N4L8,,32.9898,32.9758,33.3243,31.6562,32.6591,32.7261,0.963497,0.0967847,0.749479,2.05744,
anc-1,-0.234737,2.22544,Q9N4M4,Nuclear anchorage protein 1,35.2767,35.3187,35.3355,35.6249,35.516,35.4943,2.22544,0.0113226,-0.234737,-5.33365,+
swsn-6,-0.774593,0.591582,Q9N4N4,,26.4852,26.0908,25.0212,27.4031,26.1297,26.3882,0.591582,0.251695,-0.774593,-1.32397,
,0.370327,0.25993,Q9N4P4,,25.7721,25.6075,25.7015,24.1942,25.9433,25.8325,0.25993,0.660236,0.370327,0.652582,
smu-2,0.633305,0.505893,Q9N4U5,,24.4495,26.0259,26.0212,25.1438,24.5993,24.8536,0.505893,0.328762,0.633305,1.15616,
gst-10,-1.02003,2.63132,Q9N4X8;Q9N5R3;A0A0M7RDX7,Glutathione S-transferase P 10,27.6772,27.5702,28.0026,28.6466,28.8932,28.7703,2.63132,0.00583459,-1.02003,-6.88128,+
mvk-1,0.388597,0.502067,Q9N4Z7,,28.367,27.5966,27.795,28.0179,27.3615,27.2134,0.502067,0.330783,0.388597,1.14863,
szy-2,-1.26322,1.94367,Q9N537,,28.4965,28.1929,27.9237,29.0558,29.8584,29.4885,1.94367,0.0158901,-1.26322,-4.43421,+
ppw-2,-4.3451,4.23487,Q9N585,Piwi-like protein,24.0918,24.1189,23.8224,28.6303,27.9107,28.5274,4.23487,0,-4.3451,-17.8234,+
tyms-1,-0.954231,1.15838,Q9N588,,26.7554,25.5493,25.8098,27.0012,27.2055,26.7704,1.15838,0.0606402,-0.954231,-2.46334,
pas-3,-1.07341,1.20071,Q9N599,Proteasome subunit alpha type-4,27.3121,26.0609,27.3049,27.9132,28.0858,27.8991,1.20071,0.0557167,-1.07341,-2.55466,
thoc-1,1.49332,3.23787,Q9N5E3,,26.1375,26.2815,25.7777,24.5845,24.5871,24.545,3.23787,0.0017697,1.49332,9.92656,+
syp-4,1.54148,2.62191,Q9N5K3,,27.4227,27.6321,27.6662,25.6093,26.2155,26.2717,2.62191,0.00579104,1.54148,6.84149,+
pdf-2,0.596794,1.78421,Q9N5M2,Prefoldin subunit 2,31.8682,31.4709,31.4713,31.1198,31.0235,30.8767,1.78421,0.0190575,0.596794,3.97748,+
spt-16,-0.577188,0.343324,Q9N5R9,FACT complex subunit spt-16,26.6707,26.8169,25.184,27.6445,26.7013,26.0574,0.343324,0.523263,-0.577188,-0.829206,
,-1.55109,1.38817,Q9N5S7,,25.8421,26.692,26.6648,28.7328,27.9105,27.209,1.38817,0.0397389,-1.55109,-2.97577,+
imb-3,-0.145863,0.11365,Q9N5V3,,31.6231,30.2754,30.6316,30.528,31.1626,31.2771,0.11365,0.859934,-0.145863,-0.313242,
,0.4338,1.27679,Q9NA32,,24.6317,25.0769,25.0417,24.3557,24.5994,24.4938,1.27679,0.0485425,0.4338,2.72213,+
ccg-1,0.32483,0.631576,Q9NA39,,31.237,31.6545,31.5986,30.8138,31.4673,31.2346,0.631576,0.227736,0.32483,1.40191,
Y53F4B.13,0.441256,0.970481,Q9NAA5,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,31.2778,31.2072,31.1852,31.1467,30.7846,30.4152,0.970481,0.0943458,0.441256,2.07162,
gst-27,-0.25086,0.268709,Q9NAB3,,28.6933,28.6223,28.423,28.1851,29.4474,28.8587,0.268709,0.645113,-0.25086,-0.671602,
Y51H4A.7,0.308147,0.231172,Q9NAE2,Probable urocanate hydratase,30.6979,30.377,30.0255,31.0208,29.4659,29.6893,0.231172,0.710839,0.308147,0.589428,
pinn-4,0.343026,0.281847,Q9NAF9,,28.2114,29.3728,27.7986,28.3759,27.9218,28.056,0.281847,0.623343,0.343026,0.699858,
teg-1,-2.53122,1.96079,Q9NAH3,,25.3005,26.373,27.0621,28.305,28.9869,29.0374,1.96079,0.0152017,-2.53122,-4.48534,+
Y47D3A.21,0.435376,0.445256,Q9NAH4,Density-regulated protein homolog,29.265,28.8889,28.2368,28.8047,28.4745,27.8055,0.445256,0.389308,0.435376,1.03603,
rsks-1,3.41246,4.25514,Q9NAH6,Ribosomal protein S6 kinase,27.4849,27.7622,27.8744,24.5856,24.0882,24.2103,4.25514,0,3.41246,18.0347,+
,-0.39373,0.315244,Q9U2J6;Q9NAI5;Q9U2J5,,24.842,24.8243,24.9121,26.232,24.5142,25.0133,0.315244,0.570457,-0.39373,-0.770665,
Y105C5B.9,1.77311,1.35728,Q9NAM7,Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog,27.7254,27.7617,27.3641,26.1093,24.7028,26.7198,1.35728,0.0416096,1.77311,2.90435,+
uba-2,-0.205046,0.312257,Q9NAN1,SUMO-activating enzyme subunit uba-2,28.8023,28.9188,28.1989,28.6043,28.8136,29.1173,0.312257,0.577413,-0.205046,-0.764386,
mrps-15,1.15461,1.40574,Q9NAP9,"28S ribosomal protein S15, mitochondrial",25.6149,25.7279,26.7095,24.5439,24.9954,25.0491,1.40574,0.0377853,1.15461,3.01675,+
,1.71815,1.385,Q9NAQ2,,29.536,29.3752,29.0186,26.4759,28.1159,28.1834,1.385,0.0403934,1.71815,2.9684,+
rsp-3,0.0811831,0.176405,Q9NEW6,"Probable splicing factor, arginine/serine-rich 3",33.4148,33.3907,33.7786,33.2728,33.3871,33.6806,0.176405,0.78822,0.0811831,0.464896,
unc-95,1.54455,0.710021,Q9NEZ5,,30.0617,30.6187,30.3153,30.2031,29.2542,26.9049,0.710021,0.183625,1.54455,1.55477,
,0.300937,0.829345,Q9NF11,,29.1264,29.6664,29.4324,29.0753,29.0197,29.2273,0.829345,0.136302,0.300937,1.78894,
hrp-2,0.790447,1.02318,Q9NLD1,,29.9579,29.3822,29.7624,29.545,28.51,28.6761,1.02318,0.0831163,0.790447,2.17945,
par-1,1.01331,3.22795,Q9TW45,Serine/threonine-protein kinase par-1,29.9761,30.0577,29.7474,28.8265,28.9639,28.951,3.22795,0.0017381,1.01331,9.86814,+
dys-1,1.39259,3.99414,V6CJE3;V6CKJ6;V6CLR8;V6CJD7;V6CLV8;Q9TW65;V6CLW7,Dystrophin-1,27.1438,27.3388,27.4328,25.8809,25.9704,25.8864,3.99414,0.00117391,1.39259,15.491,+
ubxn-1,1.69246,1.27641,Q9TXH9,,29.604,29.1606,28.9204,28.146,28.1031,26.3585,1.27641,0.048481,1.69246,2.7213,+
atg-9,0.189935,0.311312,Q9TXN6,,26.0053,25.4681,25.6037,25.3279,25.2976,25.8818,0.311312,0.578375,0.189935,0.762398,
rps-27,0.251972,0.716793,Q9TXP0,40S ribosomal protein S27,32.6096,32.4657,32.7675,32.3784,32.1208,32.5877,0.716793,0.180143,0.251972,1.56798,
eif-1.a,0.245967,1.04268,Q9TXU7,,30.6763,31.0382,30.9364,30.6195,30.6887,30.6048,1.04268,0.0797901,0.245967,2.21973,
trx-4,0.180736,0.127884,Q9TXY8,Thioredoxin,28.7444,29.3791,29.9845,29.5879,29.5386,28.4394,0.127884,0.84284,0.180736,0.348649,
dpm-1,-0.397524,0.251884,U4PF58;Q9TYJ7,,25.4797,27.4394,27.111,27.142,27.3058,26.7749,0.251884,0.673558,-0.397524,-0.635048,
Y66H1A.4,-0.44387,0.60098,Q9TYK1,Probable H/ACA ribonucleoprotein complex subunit 1-like protein,26.2812,25.8474,25.934,27.0618,26.077,26.2554,0.60098,0.246676,-0.44387,-1.34229,
,0.765443,1.56314,Q9TYL2,,28.8445,28.4101,28.7185,27.5993,27.8438,28.2336,1.56314,0.0275669,0.765443,3.39736,+
Y48A5A.1,0.159678,0.277069,Q9TYM6,Protein SHQ1 homolog,24.8248,24.3669,24.3414,24.054,24.6433,24.3567,0.277069,0.630674,0.159678,0.68961,
,1.53582,1.21507,Q9TYN2,tRNA-dihydrouridine(47) synthase [NAD(P)(+)],27.9773,27.4276,27.0815,25.5131,25.3434,27.0223,1.21507,0.0548634,1.53582,2.58594,
mca-2,0.333253,0.538757,Q9TYP9,Calcium-transporting ATPase,28.9351,28.4882,28.7729,28.225,28.0988,28.8727,0.538757,0.299861,0.333253,1.22072,
ftn-2,1.29338,0.951238,Q9TYS3,Ferritin,34.4675,33.9637,34.5571,32.1324,34.195,32.7808,0.951238,0.100072,1.29338,2.03259,
nol-1,0.837117,1.36804,Q9TYV5,,30.2133,30.2773,29.4603,28.9879,29.3662,29.0856,1.36804,0.0411304,0.837117,2.92913,+
dpf-5,-0.60472,1.09805,U4PB38;Q9TYX1,,28.438,29.0667,29.2478,29.6869,29.4544,29.4254,1.09805,0.06952,-0.60472,-2.33527,
,-3.95995,5.15658,Q9TYY0,,23.9993,24.122,24.108,27.7892,28.1364,28.1835,5.15658,0,-3.95995,-30.402,+
,2.41531,4.99145,Q9TYY8;V6CJY2,Ubiquitin carboxyl-terminal hydrolase,27.0351,26.8761,26.8562,24.3789,24.6023,24.5403,4.99145,0,2.41531,27.6348,+
ucr-2.3,2.54901,3.12533,Q9TZ33,,27.2775,26.4628,27.095,24.1996,24.6148,24.3739,3.12533,0.00163128,2.54901,9.2822,+
mrpl-40,-0.190692,0.298256,Q9TZ90,,27.044,27.6431,27.0808,27.158,27.7547,27.4272,0.298256,0.599989,-0.190692,-0.73482,
pat-4,1.23919,0.428076,Q9TZC4,,30.0032,30.4213,30.2814,26.5361,30.1406,30.3117,0.428076,0.410437,1.23919,1.00167,
haf-4,-5.63304,4.6511,V6CLE7;Q9TZD9,,25.0094,25.4583,25.2571,31.2223,30.492,30.9097,4.6511,0,-5.63304,-22.694,+
pcbd-1,0.23076,0.218382,Q9TZH6,Putative pterin-4-alpha-carbinolamine dehydratase,31.2365,30.9303,31.9423,30.5785,31.4725,31.3658,0.218382,0.732667,0.23076,0.560882,
ztf-4,-0.27031,0.377147,Q9TZI2,,28.3084,27.6095,28.0625,27.8405,28.3689,28.582,0.377147,0.472252,-0.27031,-0.898709,
pfk-1,-0.52297,2.02479,Q9TZL8,ATP-dependent 6-phosphofructokinase 1,28.9459,29.2886,28.9916,29.5842,29.6572,29.5536,2.02479,0.0144037,-0.52297,-4.68037,+
cyn-15,0.925173,1.23264,Q9U1Q3,,28.8026,27.6714,28.1129,27.4731,27.0388,27.2994,1.23264,0.0525567,0.925173,2.62443,
vrs-2,0.994813,2.64759,Q9U1Q4,Valine--tRNA ligase,30.6528,30.7888,30.812,30.0047,29.7206,29.5438,2.64759,0.00551515,0.994813,6.95049,+
arx-3,-0.217536,0.842785,Q9U1R7,,25.8619,25.935,25.6126,26.159,25.964,25.9391,0.842785,0.132924,-0.217536,-1.81554,
dnj-29,-0.261003,0.27804,Q9U1V9;Q9U1W0,,28.3826,27.9995,28.2112,29.1695,27.9962,28.2106,0.27804,0.629654,-0.261003,-0.691694,
mdt-8,1.36398,2.08882,Q9U1W2,Mediator of RNA polymerase II transcription subunit 8,26.9478,27.5079,27.1111,26.2226,25.4454,25.8068,2.08882,0.0129064,1.36398,4.88174,+
lsm-3,-0.386493,1.06613,Q9U1W8,,30.0097,30.2572,30.2864,30.5567,30.3254,30.8307,1.06613,0.0738984,-0.386493,-2.26843,
skr-4,0.397013,0.378828,Q9U1Y9,,28.6821,28.7578,27.8887,28.5683,28.1649,27.4044,0.378828,0.46941,0.397013,0.902138,
,1.65796,1.64471,Q9U210,,25.2761,26.1528,26.4963,24.0316,24.8813,24.0384,1.64471,0.0247453,1.65796,3.60478,+
mif-1,-0.167637,0.182869,Q9U228,,31.4371,31.8292,31.8482,31.8485,31.3261,32.4428,0.182869,0.781339,-0.167637,-0.479928,
haf-7,2.02658,3.11411,Q9U275,,26.6729,26.1197,26.0992,24.054,24.3176,24.4405,3.11411,0.0016044,2.02658,9.22015,+
xrn-2,0.533166,1.02448,Q9U299,5-3 exoribonuclease 2 homolog,26.7922,26.6848,26.1216,25.9087,26.2529,25.8375,1.02448,0.0829757,0.533166,2.18212,
efhd-1,-0.645727,3.58565,Q9U2A6;Q8I0Z7;A8XMZ5,,30.2601,30.2069,30.191,30.8526,30.7877,30.9549,3.58565,0.00149254,-0.645727,-12.194,+
Y48B6A.1,1.80632,1.38583,Q9U2A9,Ribosome biogenesis protein BOP1 homolog,30.0497,29.9107,29.6749,26.993,29.0591,28.1642,1.38583,0.0401221,1.80632,2.97033,+
cku-70,-0.158156,0.172097,Q9U2D2,,26.6861,26.1117,26.6813,26.6111,27.1737,26.1688,0.172097,0.794321,-0.158156,-0.454825,
fbxa-128,-0.238563,0.131015,Q9U2D3,,24.4725,25.4301,24.612,26.1716,24.1076,24.951,0.131015,0.840634,-0.238563,-0.356351,
cnp-2,1.22116,1.77072,Q9U2D6,,27.1979,27.4577,27.392,26.7121,25.7176,25.9544,1.77072,0.0193169,1.22116,3.9404,+
gsy-1,0.922117,0.641808,Q9U2D9,Glycogen [starch] synthase,28.6912,28.6947,27.8529,26.3239,28.0016,28.1469,0.641808,0.221316,0.922117,1.42183,
cpt-1,-0.861711,0.296621,Q9U2F2,,24.3388,26.9859,28.1507,26.6776,27.6117,27.7712,0.296621,0.60228,-0.861711,-0.731352,
Y46G5A.4,1.41649,1.11316,Q9U2G0,Putative U5 small nuclear ribonucleoprotein 200 kDa helicase,27.2605,28.3164,28.3104,25.614,27.2429,26.7809,1.11316,0.0680992,1.41649,2.36713,
eef-1B.2,-1.23654,0.737104,Q9U2H9;P34460,Probable elongation factor 1-beta/1-delta 2,30.5025,32.6899,32.8411,33.5339,33.1291,33.0802,0.737104,0.171975,-1.23654,-1.60767,
abce-1,-1.62003,1.4595,Q9U2K8,,26.579,26.4752,26.984,29.2743,27.7047,27.9193,1.4595,0.0347625,-1.62003,-3.144,+
ndx-4,2.28968,3.96,Q9U2M7,Bis(5-nucleosyl)-tetraphosphatase [asymmetrical],29.409,29.2661,29.6899,27.0001,27.2128,27.2831,3.96,0.0011134,2.28968,15.1854,+
fkb-2;fkb-8,1.83457,0.672069,Q9U2Q8;Q8I4E5,Peptidyl-prolyl cis-trans isomerase,32.2183,32.0534,32.1893,32.7939,29.0233,29.1401,0.672069,0.202194,1.83457,1.48077,
Y17G7B.18,0.74438,1.44442,Q9U2R0,Probable RNA methyltransferase Y17G7B.18,28.1597,28.5147,28.5579,27.3072,27.68,28.0121,1.44442,0.035474,0.74438,3.10803,+
,0.48988,1.38908,Q9U2R3,,25.9535,26.2012,26.231,25.3974,25.879,25.6397,1.38908,0.0398496,0.48988,2.97788,+
cyn-13,1.13548,1.0835,Q9U2S6;D3NQB1,Peptidyl-prolyl cis-trans isomerase E,29.4175,29.9741,29.4717,27.567,28.9108,28.979,1.0835,0.0719032,1.13548,2.30474,
uaf-2,1.91221,2.07032,Q9U2U0;A0A0K3AXF6,,29.7114,29.8253,30.6753,27.6513,28.3766,28.4475,2.07032,0.0131855,1.91221,4.82289,+
,0.197337,0.110863,Q9U2Z5,,26.0646,26.6494,25.9827,24.8554,26.8895,26.3598,0.110863,0.862034,0.197337,0.306231,
,0.30393,0.256361,Q9U315,,31.8921,31.5907,32.0892,30.6614,31.9175,32.0813,0.256361,0.667658,0.30393,0.644817,
rpl-31,-0.40931,1.1345,Q9U332,60S ribosomal protein L31,28.2524,28.2219,28.3837,28.9737,28.7003,28.4118,1.1345,0.0646651,-0.40931,-2.41236,
unc-59,0.287893,0.673658,Q9U334,,29.3575,28.813,29.0811,28.7006,29.0225,28.6648,0.673658,0.200287,0.287893,1.48387,
col-92;col-94;col-93;col-133,-3.51325,3.38011,Q9XVG3;Q9U349;Q9U348;Q9XUE9,,24.0043,24.1043,24.1559,27.0334,28.149,27.6219,3.38011,0.00194667,-3.51325,-10.8009,+
pan-1,3.33033,3.23536,Q9U3A0,P-granule-associated novel protein 1,27.1937,28.1257,27.9771,24.0936,24.6282,24.5837,3.23536,0.00175904,3.33033,9.91175,+
,-0.0209757,0.0593963,Q9U3H5,,28.9304,28.9646,29.1276,28.9903,28.8667,29.2284,0.0593963,0.926985,-0.0209757,-0.171475,
rpb-12,-0.98627,1.50641,Q9U3I0,,25.8464,25.9233,25.9123,27.4828,26.5474,26.6106,1.50641,0.0323847,-0.98627,-3.25732,+
,1.82786,2.98713,Q9U3S3,,26.4361,26.695,25.97,24.4945,24.5324,24.5905,2.98713,0.00203922,1.82786,8.54392,+
,0.551739,1.05309,Q9U3S8;Q93156,,30.0892,29.4065,29.8087,29.4943,29.1558,28.9992,1.05309,0.0772575,0.551739,2.24131,
mrpl-30,0.91614,1.2757,Q9UA63,,29.0304,28.2553,28.4411,28.1287,27.5322,27.3175,1.2757,0.0485563,0.91614,2.7197,+
rpac-40,0.565044,1.1884,Q9UAY9,,28.2082,28.7638,28.5233,27.9925,27.64,28.1677,1.1884,0.0567104,0.565044,2.52798,
let-805,1.3273,2.08418,Q9UB29;Q9UB28;H2L0C1;Q9BKP3,,31.8836,32.7001,32.6642,31.1608,31.1324,30.973,2.08418,0.0131149,1.3273,4.86694,+
lem-2,0.7153,0.699224,Q9XTB5,LEM protein 2,31.1418,30.916,31.2131,29.4605,30.7961,30.8684,0.699224,0.187024,0.7153,1.5337,
scav-3,1.26853,1.68026,Q9XTT3,,28.5949,28.0293,28.778,27.4442,27.4708,26.6817,1.68026,0.0241051,1.26853,3.69753,+
,-2.0103,1.96561,Q9XTU3,,25.7361,26.1997,27.0296,28.2364,27.9769,28.783,1.96561,0.0153666,-2.0103,-4.49981,+
glrx-5,0.168327,0.343231,Q9XTU9,,27.4122,27.8109,27.5081,27.7361,27.2464,27.2437,0.343231,0.522977,0.168327,0.829013,
mbf-1,-1.04354,2.52599,Q9XTV4,,29.5518,29.6124,29.9294,30.8008,30.5251,30.8983,2.52599,0.00729966,-1.04354,-6.44729,+
sbt-1,0.801957,0.749232,Q9XTY3,,27.4554,27.9971,26.9345,27.0143,27.0739,25.8929,0.749232,0.167038,0.801957,1.63139,
,0.00910187,0.0149738,Q9XTZ3,,28.3238,28.192,28.13,28.3214,27.8294,28.4677,0.0149738,0.981336,0.00910187,0.045207,
sca-1,0.29712,1.10251,Q9XU13;G5EEK8;A8WI68,Calcium-transporting ATPase,31.9195,31.6545,31.5893,31.4698,31.5277,31.2745,1.10251,0.0693304,0.29712,2.34465,
,1.64721,1.51893,Q9XU15,Hexokinase,28.2229,27.0788,27.261,25.201,26.0211,26.399,1.51893,0.0316369,1.64721,3.28795,+
,-0.97903,0.957501,Q9XU45,,29.5895,29.141,29.2359,29.3921,30.8641,30.6474,0.957501,0.098967,-0.97903,-2.04528,
ensa-1,-1.85047,1.01616,Q9XU56,,30.0413,27.3694,27.6518,29.9831,30.3165,30.3144,1.01616,0.0834519,-1.85047,-2.165,
,1.20732,2.70426,Q9XU92,,28.2112,28.0096,27.7159,26.9159,26.7817,26.6172,2.70426,0.00450394,1.20732,7.19647,+
,-0.0594031,0.0305398,Q9XU97,,29.9927,29.3811,29.5023,28.4302,30.3526,30.2715,0.0305398,0.960749,-0.0594031,-0.0906951,
mex-5,2.18865,3.25204,Q9XUB2,Zinc finger protein mex-5,28.3019,27.8096,27.7846,25.7002,26.0472,25.5827,3.25204,0.00179141,2.18865,10.0106,+
far-6,-2.02643,1.59983,Q9XUB7,,27.3328,28.954,29.1483,30.3873,30.6504,30.4768,1.59983,0.0252721,-2.02643,-3.48974,+
